key,tables,label1,label2,l2d,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip
c3RebChnc,"taps,tgps",CHNC,C3 REB CHNC,1,Corner 3s Rebound Chances,Corner 3s Rebound Chances,NA,pos,int,Corner 3s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed corner 3s.,NA,NA
c3RebPct,"taps,tgps",REB%,C3 REB%,1,Corner 3s Rebound Pct,Corner 3s Rebounding Percentage,NA,pos,pct,Corner 3s Rebounding Percentage,Percentage of the team's and opponent's missed corner 3s that were rebounded by the team.,NA,NA
cPct,pos,C%,% at C,1,% Minutes at Center,% Minutes at Center,NA,pos,pct,% Minutes at Center,"An estimate of the percentage of a player's minutes played at Center. Estimates are derived solely from player height and Guard, Forward, Center positional designations. Please refer to each team's positional rankings, and interpret and utilize positional estimates with a grain of salt.",NA,NA
cSMins,pos,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dFirstChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dPbkChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dPoss,"tgs,gfl,tas,taps,lu,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dPossTm,"pas,pgs",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dSecsFirstChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dSecsPbkChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
dSecsPerFirstChnc,"taps,tgps",S/CHNC,S/CHNC D,1,Avg Seconds / D Chance,Average Seconds / Defensive Chance,NA,pos,num,Average # of Seconds / Defensive Chance,NA,"The average number of seconds per defensive chance. This number is identical to seconds / defensive possession, except with seconds after an offensive rebound excluded, and with putback chances excluded. This number effectively measures the average number of seconds from the start of a possession until a team's first shot, shooting foul or turnover.",NA
dSecsPerPbkChnc,"taps,tgps",S/PUT,S/PUT D,1,Avg Seconds / D Putback,Average Seconds / Defensive Putback,NA,pos,num,Average # of Seconds / Defensive Putback,NA,"The average number of seconds per defensive putback. This number measures the average length of chances (average seconds until the next shot, shooting foul or turnover) that start following an offensive rebound.",NA
dSecsPerPoss,"taps,tgps",S/POSS,S/POSS D,1,Avg Seconds / D Poss,Average Seconds / Defensive Poss,NA,pos,num,Average # of Seconds / Defensive Possession,NA,"The average number of seconds per defensive possession. This number measures the average length of entire defensive possessions, so added seconds from offensive rebounds count, as offensive rebounds extend a single possession.",NA
dSecsPoss,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
defChnc,"taps,tgps",DEF CHNC,DEF CHNC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
defChncStopPct,"taps,tgps",DEF CHNC STOPS,DEF CHNC STOPS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
defChncStops,"taps,tgps",DEF CHNC STOP%,DEF CHNC STOP%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
defPoss,"taps,tgps",DEF POSS,DEF POSS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
defPossStopPct,"taps,tgps",DEF POSS STOP%,DEF POSS STOP%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
defPossStops,"taps,tgps",DEF POSS STOPS,DEF POSS STOPS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
dppp,gfl,PPP,DPPP,1,Defensive PPP,Defensive PPP,NA,neg,num2,Defensive Points / Possession,NA,An estimate of the number of points allowed per possessions by the team.,NA
drb,"tgs,gfl,pas,tas,pgs,lu,oo",DRB,DRB,1,Defensive Rebounds,Defensive Rebounds,NA,pos,int,Defensive Rebounds,The total number of defensive rebounds.,NA,NA
drbAgst,"tgs,gfl,pas,tas,pgs,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
drbChnc,lu,CHNC,DRB CHNC,1,DRB Chances,DRB Chances,NA,pos,int,Defensive Rebounding Chances,NA,Total number of defensive rebounds plus opponent offensive rebounds.,NA
drbFg,"pgps,taps,paps,tgps",DRB,DRBFG,1,DRB off FGs,DRB off FGs,NA,pos,int,Defensive Rebound off missed FGs,Total number of defensive rebounds (defensive rebounds plus opponent offensive rebounds) off missed field goals.,NA,NA
drbFgChnc,"pgps,taps,paps,tgps",CHNC,DRBFG CHNC,1,DRB Chances off FGs,DRB Chances off FGs,NA,pos,int,Defensive Rebound Chances off missed FGs,Total number of defensive rebound opportunities (defensive rebounds plus opponent offensive rebounds) off missed field goals.,NA,NA
drbFgP100,"taps,paps",DRB/100,DRBFG/100,1,DRB off FGs / 100 Poss,DRB off FGs / 100 Poss,NA,pos,num,Defensive Rebound off missed FGs / 100 Poss,The number of defensive rebounds per 100 possessions (defensive rebounds plus opponent offensive rebounds) off missed field goals.,NA,NA
drbFgP40,"taps,paps",DRB/40,DRBFG/40,1,DRB off FGs / 40 Mins,DRB off FGs / 40 Mins,NA,pos,num,Defensive Rebound off missed FGs / 40 Mins,The number of defensive rebounds per 40 minutes (defensive rebounds plus opponent offensive rebounds) off missed field goals.,NA,NA
drbFgPct,"pgps,taps,paps,tgps",DRB%,DRBFG%,1,DRB% off FGs,Defensive Rebound Percentage on missed FGs,NA,pos,pct,Defensive Rebound Percentage on missed FGs,The percentage of opponent's missed field goals a player grabbed while he was on the floor.,NA,NA
drbFgPg,"taps,paps",DRB/G,DRBFG/G,1,DRB off FGs / Game,DRB off FGs / Game,NA,pos,num,Defensive Rebound off missed FGs / Game,The number of defensive rebounds per game (defensive rebounds plus opponent offensive rebounds) off missed field goals.,NA,NA
drbFt,"pgps,taps,paps,tgps",DRB,DRBFT,1,DRB off FTs,DRB off FTs,NA,pos,int,Defensive Rebound off missed FTs,Total number of defensive rebounds (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA
drbFtChnc,"pgps,taps,paps,tgps",CHNC,DRBFT CHNC,1,DRB Chances off FTs,DRB Chances off FTs,NA,pos,int,Defensive Rebound Chances off missed FTs,Total number of defensive rebound opportunities (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA
drbFtP100,"taps,paps",DRB/100,DRBFT/100,1,DRB off FTs / 100 Poss,DRB off FTs / 100 Poss,NA,pos,num,Defensive Rebound off missed FTs / 100 Poss,The number of defensive rebounds per 100 possessions (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA
drbFtP40,"taps,paps",DRB/40,DRBFT/40,1,DRB off FTs / 40 Mins,DRB off FTs / 40 Mins,NA,pos,num,Defensive Rebound off missed FTs / 40 Mins,The number of defensive rebounds per 40 minutes (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA
drbFtPct,"pgps,taps,paps,tgps",DRB%,DRBFT%,1,DRB% off FTs,Defensive Rebound Percentage on missed FTs,NA,pos,pct,Defensive Rebound Percentage on missed FTs,The percentage of opponent's missed free throws a player grabbed while he was on the floor.,NA,NA
drbFtPg,"taps,paps",DRB/G,DRBFT/G,1,DRB off FTs / Game,DRB off FTs / Game,NA,pos,num,Defensive Rebound off missed FTs / Game,The number of defensive rebounds per game (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA
drbP100,"pas,tas,lu,oo",DRB/100,DRB/100,1,DRebs / 100 Poss,Defensive Rebounds / 100 Poss,NA,pos,num,Defensive Rebounds / 100 Poss,An estimate of the number of defensive rebounds per 100 possessions played.,NA,NA
drbP40,"pas,tas,lu,oo",DRB/40,DRB/40,1,DRebs / 40 Mins,Defensive Rebounds / 40 Mins,NA,pos,num,Defensive Rebounds / 40 Mins,The number of defensive rebounds per 40 minutes played.,NA,NA
drbPct,"pgps,tgs,pas,tas,pgs,lu,oo",DRB%,DRB%,1,Def Rebound Pct,Defensive Rebound Percentage,Percentage of available d-boards grabbed,pos,pct,Defensive Rebounding Percentage,NA,Percentage of the team's missed shots that were defensive rebounded.,An estimate of the percentage of available defensive rebounds a player grabbed while he was on the floor.
drbPg,"pas,tas",DRB/G,DRB/G,1,DRebs / Game,Defensive Rebounds / Game,NA,pos,num,Defensive Rebounds / Game,The number of defensive rebounds per game.,NA,NA
drbTm,"pas,pgs",NA,TM DRB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
drtg,"tgs,tas,pgs,lu,oo",DRtg,DRtg,1,Defensive Rating,Defensive Rating,NA,neg,num,Defensive Rating,NA,Points allowed per 100 possessions by the team.,NA
drtgAdj,tas,DRtg (Adj*),DRtg (Adj*),3,Defensive Rating (Adj*),Adjusted Defensive Rating,NA,neg,num,Defensive Rating (Adjusted for Opponents),NA,"The team's defensive rating, taking into account an adjustment based on the average defensive rating allowed by the team's opponents throughout the season.",NA
drtgAdjGap,tas,--->,DRtg Adj,1,Adjustment to DRtg,Adjustment to DRtg,NA,neg,num,Adjustment to DRtg,NA,"The size of the adjustment for the team's adjusted defensive rating, that takes into account the average defensive rating allowed by the team's opponents throughout the season.",NA
dunkAst,"pgps,paps",AST,DUNK AST,1,Dunk Assists,Dunk Assists,NA,pos,int,Dunk Assists,NA,The total number of assists by the team where the shooter dunked.,The total number of assists by the player where the shooter dunked.
dunkAstdPct,"taps,paps,tgps",ASTD%,DUNK ASTD%,1,Dunk Assisted Pct,At Rim Assisted Pct,NA,pos,pct,Dunks Assisted Percentage,NA,The percentage of a team's dunks that were assisted.,The percentage of a player's dunks that were assisted.
dunkFga,"pgps,taps,paps,tgps",FGA,DUNK FGA,1,Dunk Attempts,Dunk Attempts,NA,pos,int,Dunks Attempts,NA,The total number of dunk attempts by the team.,The total number of dunk attempts by the player.
dunkFgm,"pgps,taps,paps,tgps",FGM,DUNK FGM,1,Dunks Made,Dunks Made,NA,pos,int,Dunks Made,NA,The total number of dunks made by the team.,The total number of dunks made by the player.
dunkFgmA,"pgps,taps,paps,tgps",aFGM,DUNK aFGM,1,Assisted Dunks,Assisted Dunks,NA,pos,int,Assisted Dunks,NA,The total number of assisted dunks made by the team.,The total number of assisted dunks made by the player.
dunkFgmAP100,"taps,paps",aFGM/100,DUNK aFGM/100,1,Assisted Dunks / 100 Poss,Assisted Dunks / 100 Poss,NA,pos,num,Assisted Dunks / 100 Possessions,NA,"The number of assisted dunks made by the team, per 100 possessions played.","The number of assisted dunks made by the player, per 100 possessions played."
dunkFgmAP40,"taps,paps",aFGM/40,DUNK aFGM/40,1,Assisted Dunks / 40 Mins,Assisted Dunks / 40 Mins,NA,pos,num,Assisted Dunks / 40 Minuntes,NA,"The number of assisted dunks made by the team, per 40 minutes played.","The number of assisted dunks made by the player, per 40 minutes played."
dunkFgmAPg,"taps,paps",aFGM/G,DUNK aFGM/G,1,Assisted Dunks / Game,Assisted Dunks / Game,NA,pos,num,Assisted Dunks / Game,NA,"The number of assisted dunks made by the team, per game.","The number of assisted dunks made by the player, per game."
dunkFgmU,"pgps,taps,paps,tgps",uFGM,DUNK uFGM,1,Unassisted Dunks,Unassisted Dunks,NA,pos,int,Unassisted Dunks,NA,The total number of unassisted dunks made by the team.,The total number of unassisted dunks made by the player.
dunkFgmUP100,"taps,paps",uFGM/100,DUNK uFGM/100,1,Unassisted Dunks / 100 Poss,Unassisted Dunks / 100 Poss,NA,pos,num,Unassisted Dunks / 100 Possessions,NA,"The number of unassisted dunks made by the team, per 100 possessions played.","The number of unassisted dunks made by the player, per 100 possessions played."
dunkFgmUP40,"taps,paps",uFGM/40,DUNK uFGM/40,1,Unassisted Dunks / 40 Mins,Unassisted Dunks / 40 Mins,NA,pos,num,Unassisted Dunks / 40 Minutes,NA,"The number of unassisted dunks made by the team, per 40 minutes played.","The number of unassisted dunks made by the player, per 40 minutes played."
dunkFgmUPg,"taps,paps",uFGM/G,DUNK uFGM/G,1,Unassisted Dunks / Game,Unassisted Dunks / Game,NA,pos,num,Unassisted Dunks / Game,NA,"The number of unassisted dunks made by the team, per game.","The number of unassisted dunks made by the player, per game."
eff,"tgs,pgs",EFF,EFF,1,Efficiency,Player Efficiency,NA,pos,num,Player Efficiency,(PTS + AST + BLK + STL + Fouls Drawn + REB) - (TOV + BLKD + PF + TF + (2PA - 2PM) + (3PA - 3PM) + (FTA - FTM)).,NA,NA
efgPct,"pgps,tgs,pas,tas,pgs,taps,paps,lu,tgps,oo",eFG%,eFG%,1,Effective FG%,Effective Field Goal Percentage,FG% with 3-pointers valued proportionally (3/2),pos,pct,Effective Field Goal Percentage,NA,The team's field goal percentage taking into account the additional point from 3s.,The player's field goal percentage taking into account the additional point from 3s.
efgPctAdj,tas,eFG% (Adj*),eFG% (Adj*),4,Effective FG% (Adj*),Adjusted Effective Field Goal Percentage,NA,pos,pct,Effective Field Goal Percentage (Adjusted for Opponents),NA,"The team's effective field goal percentage, taking into account an adjustment based on the average eFG% allowed by the team's opponents throughout the season.",NA
efgPctAdjGap,tas,--->,eFG% Adj,1,Adjustment to eFG%,Adjustment to eFG%,NA,pos,pct,Adjustment to eFG%,NA,"The size of the adjustment for the team's adjusted effective field goal percentage, that takes into account the average eFG% allowed by the team's opponents throughout the season.",NA
efgPctS01,"pgps,taps,paps,tgps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
efgPctS12,"pgps,taps,paps,tgps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
efgPctS23,"pgps,taps,paps,tgps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fbpts,"tgs,pas,tas,pgs",FBP,FBP,1,Fast Break Points,Fast Break Points,NA,pos,int,Fast Break Points,The total number of fast break points.,NA,NA
fbptsP100,"pas,tas",PTS/100,FBPTS PTS/100,1,FB Pts / 100 Poss,Fast Break Points / 100 Poss,NA,pos,num,Fast Break Points / 100 Possessions,An estimate of the number of fast break points per 100 possessions played.,NA,NA
fbptsP40,"pas,tas",PTS/40,FBPTS PTS/40,1,FB Pts / 40 Mins,Fast Break Points / 40 Mins,NA,pos,num,Fast Break Points / 40 Minutes,The number of fast break points per 40 minutes played.,NA,NA
fbptsPctPts,"tgs,pas,tas,pgs",%FBP,%FBP,1,% Pts on Fast Break,Fast Break Points % of Total Points,NA,pos,pct,Fast Break Points % of Total Points,NA,The percentage of all points scored by the team that were fast break points.,The percentage of all points scored by the player that were fast break points.
fbptsPg,"pas,tas",PTS/G,FBPTS PTS/G,1,FB Pts / Game,Fast Break Points / Game,NA,pos,num,Fast Break Points / Game,The number of fast break points per game.,NA,NA
fflDrawn,"pgps,taps,paps,tgps",FFLD,FFLD,1,FFLs Drawn,Floor Fouls Drawn,NA,pos,int,Floor Fouls Drawn,The total number of floor fouls drawn.,NA,NA
fflDrawnP100,"taps,paps",FFLD/100,FFLD/100,1,FFLs Drawn / 100 Poss,Floor Fouls Drawn / 100 Poss,NA,pos,num,Floor Fouls Drawn / 100 Poss,The number of floor fouls drawn per 100 possessions.,NA,NA
fflDrawnP40,"taps,paps",FFLD/40,FFLD/40,1,FFLs Drawn / 40 Mins,Floor Fouls Drawn / 40 Mins,NA,pos,num,Floor Fouls Drawn / 40 Mins,The number of floor fouls drawn per 40 minutes.,NA,NA
fflDrawnPct,"pgps,taps,paps,tgps",FFLD%,FFLD%,1,Floor Fouled Pct,Floor Fouled Pct,NA,pos,pct,Floor Fouled Pct,The percentage of possessions where a floor foul was drawn.,NA,NA
fflDrawnPg,"taps,paps",FFLD/G,FFLD/G,1,FFLs Drawn / Game,Floor Fouls Drawn / Game,NA,pos,num,Floor Fouls Drawn / Game,The number of floor fouls drawn per game.,NA,NA
fg2Pct,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",2P%,2P%,1,2-Point Pct,2-Point Percentage,NA,pos,pct,2-Point Percentage,NA,Percentage of the team's 2-point field goal attempts that were made.,Percentage of the player's 2-point field goal attempts that were made.
fg2PctS01,"pgps,taps,paps,tgps",2P%,2P% (0-10s),1,2P% (0 - 10 on Shot Clock),2P% (0 - 10 on Shot Clock),NA,NA,NA,2P% with 0 - 10 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.
fg2PctS12,"pgps,taps,paps,tgps",2P%,2P% (10-20s),1,2P% (20 - 30 on Shot Clock),2P% (20 - 30 on Shot Clock),NA,NA,NA,2P% with 10 - 20 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.
fg2PctS23,"pgps,taps,paps,tgps",2P%,2P% (20-30s),1,2P% (10 - 20 on Shot Clock),2P% (10 - 20 on Shot Clock),NA,NA,NA,2P% with 20 - 30 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.
fg3Pct,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",3P%,3P%,1,3-Point Pct,3-Point Percentage,NA,pos,pct,3-Point Percentage,NA,Percentage of the team's 3-point field goal attempts that were made.,Percentage of the player's 3-point field goal attempts that were made.
fg3PctS01,"pgps,taps,paps,tgps",3P%,3P% (0-10s),1,3P% (0 - 10 on Shot Clock),3P% (0 - 10 on Shot Clock),NA,NA,NA,3P% with 0 - 10 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.
fg3PctS12,"pgps,taps,paps,tgps",3P%,3P% (10-20s),1,3P% (20 - 30 on Shot Clock),3P% (20 - 30 on Shot Clock),NA,NA,NA,3P% with 10 - 20 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.
fg3PctS23,"pgps,taps,paps,tgps",3P%,3P% (20-30s),1,3P% (10 - 20 on Shot Clock),3P% (10 - 20 on Shot Clock),NA,NA,NA,3P% with 20 - 30 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.
fgPct,"pgps,tgs,pas,tas,pgs,taps,paps,lu,tgps,oo",FG%,FG%,1,Field Goal Pct,Field Goal Percentage,NA,pos,pct,Field Goal Percentage,NA,The percentage of all field goal attempts by the team that were made.,The percentage of all field goal attempts by the player that were made.
fgPctS01,"pgps,taps,paps,tgps",FG%,FG% 0-10s,1,FG% (0 - 10 on Shot Clock),FG% (0 - 10 on Shot Clock),NA,pos,pct,FG% 0-10s,FG% 0-10s,Percentage of the team's field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.
fgPctS12,"pgps,taps,paps,tgps",FG%,FG% 10-20s,1,FG% (20 - 30 on Shot Clock),FG% (20 - 30 on Shot Clock),NA,pos,pct,FG% 10-20s,FG% 10-20s,Percentage of the team's field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.
fgPctS23,"pgps,taps,paps,tgps",FG%,FG% 20-30s,1,FG% (10 - 20 on Shot Clock),FG% (10 - 20 on Shot Clock),NA,pos,pct,FG% 20-30s,FG% 20-30s,Percentage of the team's field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.
fga,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",FGA,FGA,1,FG Attempts,Field Goal Attempts,NA,pos,int,Field Goal Attempts,The total number of field goal attempts.,NA,NA
fga2,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",2PA,2PA,1,2-Point Attempts,2-Point Field Goal Attempts,NA,pos,int,2-Point Field Goal Attempts,The total number of 2-point field goal attempts.,NA,NA
fga2Agst,gfl,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fga2P100,"pas,tas,taps,paps,lu,oo",2PA/100,2PA/100,1,2PAs / 100 Poss,2-Point Field Goal Attempts / 100 Poss,NA,pos,num,2-Point Field Goal Attempts / 100 Possessions,An estimate of the number of 2-point field goal attempts per 100 possessions played.,NA,NA
fga2P40,"pas,tas,taps,paps,lu,oo",2PA/40,2PA/40,1,2PAs / 40 Mins,2-Point Field Goal Attempts / 40 Mins,NA,pos,num,2-Point Field Goal Attempts / 40 Minutes,The number of 2-point field goal attempts per 40 minutes played.,NA,NA
fga2Pg,"pas,tas,taps,paps",2PA/G,2PA/G,1,2PAs / Game,2-Point Field Goal Attempts / Game,NA,pos,num,2-Point Field Goal Attempts / Game,The number of 2-point field goal attempts per game.,NA,NA
fga2S01,"pgps,taps,paps,tgps",2PA,2PA (0-10s),1,2PAs (0-10 on Shot Clock),2PAs (0-10 on Shot Clock),NA,pos,int,2-Point FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fga2S12,"pgps,taps,paps,tgps",2PA,2PA (10-20s),1,2PAs (10-20 on Shot Clock),2PAs (10-20 on Shot Clock),NA,pos,int,2-Point FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fga2S23,"pgps,taps,paps,tgps",2PA,2PA (20-30s),1,2PAs (20-30 on Shot Clock),2PAs (20-30 on Shot Clock),NA,pos,int,2-Point FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fga3,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",3PA,3PA,1,3-Point Attempts,3-Point Field Goal Attempts,NA,pos,int,3-Point Field Goal Attempts,The total number of 3-point field goal attempts.,NA,NA
fga3Agst,"tgs,gfl,pas,tas,pgs,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fga3P100,"pas,tas,taps,paps,lu,oo",3PA/100,3PA/100,1,3PAs / 100 Poss,3-Point Field Goal Attempts / 100 Poss,NA,pos,num,3-Point Field Goal Attempts / 100 Possessions,An estimate of the number of 3-point field goal attempts per 100 possessions played.,NA,NA
fga3P40,"pas,tas,taps,paps,lu,oo",3PA/40,3PA/40,1,3PAs / 40 Mins,3-Point Field Goal Attempts / 40 Mins,NA,pos,num,3-Point Field Goal Attempts / 40 Minutes,The number of 3-point field goal attempts per 40 minutes played.,NA,NA
fga3Pg,"pas,tas,taps,paps",3PA/G,3PA/G,1,3PAs / Game,3-Point Field Goal Attempts / Game,NA,pos,num,3-Point Field Goal Attempts / Game,The number of 3-point field goal attempts per game.,NA,NA
fga3Rate,"pgps,tgs,pas,tas,pgs,taps,paps,lu,tgps,oo",3PAr,3PAr,1,3-Point Att Rate,Three Point Attempt Rate,NA,pos,pct,3-Point Attempt Rate,NA,Percentage of the team's field goal attempts that were 3-point field goal attempts.,Percentage of the player's field goal attempts that were 3-point field goal attempts.
fga3S01,"pgps,taps,paps,tgps",3PA,3PA (0-10s),1,3PAs (0-10 on Shot Clock),3PAs (0-10 on Shot Clock),NA,pos,int,3-Point FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of 3-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fga3S12,"pgps,taps,paps,tgps",3PA,3PA (10-20s),1,3PAs (10-20 on Shot Clock),3PAs (10-20 on Shot Clock),NA,pos,int,3-Point FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of 3-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fga3S23,"pgps,taps,paps,tgps",3PA,3PA (20-30s),1,3PAs (20-30 on Shot Clock),3PAs (20-30 on Shot Clock),NA,pos,int,3-Point FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of 3-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fgaAgst,"tgs,gfl,pas,tas,pgs,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgaBox,"pgps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgaFreqAllS01,"pgps,taps,paps,tgps",FGA%,FGA% (0-10s) A,1,FGA% (0-10s) % All,FGA% (0-10s) % of all shots,NA,pos,pct,"FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fgaFreqAllS12,"pgps,taps,paps,tgps",FGA%,FGA% (10-20s) A,1,FGA% (10-20s) % All,FGA% (10-20s) % of all shots,NA,pos,pct,"FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fgaFreqAllS23,"pgps,taps,paps,tgps",FGA%,FGA% (20-30s) A,1,FGA% (20-30s) % All,FGA% (20-30s) % of all shots,NA,pos,pct,"FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fgaFreqThreesS01,"pgps,taps,paps,tgps",FGA%,FGA% (0-10s) 3s,1,FGA% (0-10s) % 3s,FGA% (0-10s) % of all 3s,NA,pos,pct,"FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all 3s)",Percentage of all 3s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fgaFreqThreesS12,"pgps,taps,paps,tgps",FGA%,FGA% (10-20s) 3s,1,FGA% (10-20s) % 3s,FGA% (10-20s) % of all 3s,NA,pos,pct,"FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all 3s)",Percentage of all 3s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fgaFreqThreesS23,"pgps,taps,paps,tgps",FGA%,FGA% (20-30s) 3s,1,FGA% (20-30s) % 3s,FGA% (20-30s) % of all 3s,NA,pos,pct,"FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all 3s)",Percentage of all 3s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fgaFreqTwosS01,"pgps,taps,paps,tgps",FGA%,FGA% (0-10s) 2s,1,FGA% (0-10s) % 2s,FGA% (0-10s) % of all 2s,NA,pos,pct,"FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all 2s)",Percentage of all 2s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fgaFreqTwosS12,"pgps,taps,paps,tgps",FGA%,FGA% (10-20s) 2s,1,FGA% (10-20s) % 2s,FGA% (10-20s) % of all 2s,NA,pos,pct,"FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all 2s)",Percentage of all 2s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fgaFreqTwosS23,"pgps,taps,paps,tgps",FGA%,FGA% (20-30s) 2s,1,FGA% (20-30s) % 2s,FGA% (20-30s) % of all 2s,NA,pos,pct,"FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all 2s)",Percentage of all 2s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fgaP100,"pas,tas,taps,paps,lu,oo",FGA/100,FGA/100,1,FGAs / 100 Poss,Field Goal Attempts / 100 Poss,NA,pos,num,Field Goal Attempts / 100 Possessions,An estimate of the number of field goal attempts per 100 possessions played.,NA,NA
